Time,101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),109 (C),110 (C),111 (C),112 (C),113 (C),114 (C),115 (C),Temp,%RH
13.75,36.168454,36.187581,36.240102,36.202564,36.115947,36.082944,36.009039,36.04051,36.009079,37.968366,37.061224,38.677159,38.609428,37.567666,38.222669,38,17.14294
14,36.15494,36.192777,36.213013,36.185946,36.102448,36.086062,35.99553,36.023873,35.990379,38.000565,37.096547,38.732284,38.636424,37.681879,38.170749,38,16.91366
14.25,36.189246,36.244732,36.264066,36.224375,36.131523,36.118277,36.013196,36.048828,36.029857,38.234273,37.278354,38.831093,38.721564,37.698492,38.214362,38.1,16.701576
14.5,36.167415,36.213559,36.230725,36.188024,36.169944,36.096454,36.016314,36.066505,36.084919,38.378652,37.368739,38.89558,38.802552,37.590509,38.322355,38.1,16.586936
14.75,36.145583,36.196933,36.236976,36.190101,36.126331,36.090218,35.991373,36.069624,35.992457,38.281014,37.355233,38.884138,38.804628,37.737947,38.355584,38.2,16.374852
15,36.199642,36.232263,36.257814,36.226452,36.162675,36.147374,36.038137,36.058186,36.044402,38.405658,37.450812,38.982948,38.936492,37.731717,38.413734,38.2,16.260212
15.25,36.191326,36.240575,36.259898,36.208796,36.155406,36.119316,36.028784,36.071704,36.053752,38.538612,37.525613,39.042234,39.024748,37.79713,38.425157,38.3,16.162768
15.5,36.161177,36.207324,36.249479,36.165174,36.143984,36.11412,35.985138,36.043629,36.021546,38.691301,37.558857,38.921582,39.084969,37.704722,38.335854,38.3,15.933488
15.75,36.237068,36.2811,36.291155,36.243069,36.16579,36.143218,36.044372,36.074823,36.099463,38.474213,37.540157,39.061996,38.965565,37.811667,38.512382,38.3,15.818848
16,36.220434,36.288374,36.289071,36.234761,36.154368,36.146335,36.030862,36.124734,36.039207,38.554193,37.639892,38.99959,38.969718,37.844892,38.504075,38.4,15.721404
16.25,36.233949,36.228106,36.261982,36.21295,36.132562,36.118277,36.009039,36.045709,36.01739,38.382807,37.579635,39.081757,39.059012,37.834509,38.465654,38.4,15.606764
16.5,36.197563,36.268631,36.291155,36.259687,36.18552,36.15361,36.02047,36.099778,36.08388,38.616515,37.708459,39.136883,39.149344,37.977795,38.66295,38.4,15.492124
16.75,36.217316,36.260318,36.291155,36.242031,36.173059,36.164002,36.056842,36.09146,36.063102,38.626902,37.72612,39.132722,39.161803,37.932109,38.617261,38.5,15.50932
17,36.167415,36.238497,36.264066,36.242031,36.161637,36.145296,36.032941,36.069624,36.054791,38.853338,37.80196,39.10568,39.161803,37.980909,38.505114,38.5,15.39468
17.25,36.248504,36.334094,36.319286,36.276305,36.212518,36.174394,36.062038,36.099778,36.117125,38.674682,37.802999,39.130642,39.159727,38.374425,38.674373,38.5,15.28004
17.5,36.20484,36.264475,36.296365,36.254494,36.202134,36.160884,36.050607,36.087301,36.070374,38.632095,37.809232,39.181607,39.169072,38.187531,38.627645,38.5,15.1654
17.75,36.186128,36.233302,36.275527,36.235799,36.156445,36.144257,36.057882,36.086261,36.070374,38.717268,37.83936,39.204489,39.137923,38.275787,38.680603,38.6,15.067956
18,36.250583,36.277983,36.322412,36.278382,36.197981,36.184786,36.096332,36.117455,36.116086,38.73181,37.852866,39.262735,39.253174,38.262289,38.738754,38.6,14.953316
18.25,36.203801,36.253045,36.300532,36.254494,36.194866,36.184786,36.066195,36.119535,36.089074,38.819061,37.950523,39.256494,39.313395,38.022441,38.695141,38.6,14.838676
18.5,36.169494,36.231224,36.26615,36.237876,36.184482,36.156727,36.065156,36.100818,36.090113,38.839835,38.020129,39.248173,39.323778,38.076433,38.776136,38.6,14.838676
18.75,36.244345,36.298765,36.332831,36.293961,36.224979,36.197256,36.090097,36.124734,36.104658,39.034072,38.088696,39.266895,39.500289,38.247753,38.835325,38.7,14.741232
19,36.219395,36.273827,36.319286,36.283575,36.194866,36.170237,36.071391,36.129933,36.106736,38.957208,38.072074,39.266895,39.488868,38.11485,38.816634,38.7,14.741232
19.25,36.23291,36.271748,36.322412,36.282536,36.219787,36.194138,36.101528,36.138251,36.122319,39.062117,38.117786,39.401068,39.437991,38.178186,38.906974,38.7,14.626592
19.5,36.248504,36.308117,36.336999,36.282536,36.247824,36.207648,36.094254,36.159047,36.13063,38.823216,38.156225,39.440592,39.436953,38.350544,39.011853,38.7,14.626592
19.75,36.229791,36.270709,36.32137,36.270073,36.214595,36.174394,36.088018,36.128893,36.104658,39.049652,38.162458,39.431231,39.557396,38.170918,38.888283,38.7,14.511952
20,36.248504,36.296687,36.339083,36.327196,36.235363,36.223236,36.127508,36.166326,36.147253,39.182606,38.309982,39.5238,39.557396,38.418034,38.941242,38.8,14.529148
20.25,36.262018,36.294609,36.330747,36.31681,36.244709,36.214922,36.112959,36.139291,36.127514,39.013298,38.299593,39.513399,39.607234,38.409727,38.888283,38.8,14.414508
20.5,36.207959,36.250966,36.297407,36.267996,36.204211,36.206609,36.095293,36.146569,36.133747,39.101587,38.367122,39.532121,39.544936,38.575855,39.005622,38.8,14.414508
20.75,36.291127,36.35072,36.371381,36.335505,36.25717,36.213883,36.131665,36.187122,36.164914,39.096394,38.34011,39.471795,39.669532,38.569626,39.010814,38.8,14.414508
21,36.260979,36.301882,36.40368,36.315771,36.238478,36.208687,36.120234,36.156967,36.151408,39.170142,38.386861,39.532121,39.582315,38.455413,39.004584,38.9,14.317064
21.25,36.188207,36.208363,36.296365,36.275266,36.212518,36.20557,36.117116,36.171525,36.168031,39.318676,38.471012,39.542522,39.641498,38.595583,39.079349,38.9,14.317064
21.5,36.238108,36.319547,36.367214,36.342775,36.272746,36.23155,36.105685,36.175684,36.165953,39.425662,38.562435,39.571645,39.658111,38.601813,39.066888,38.9,14.317064
21.75,36.273454,36.311234,36.34846,36.320964,36.248862,36.221158,36.122312,36.170485,36.155564,39.306211,38.49179,39.571645,39.745328,38.484485,39.093886,38.9,14.202424
22,36.241226,36.275905,36.336999,36.301231,36.234325,36.234667,36.132704,36.177763,36.18777,39.390346,38.57594,39.660053,39.802435,38.739907,39.196688,38.9,14.202424
22.25,36.275533,36.338251,36.389094,36.344852,36.28313,36.253373,36.134782,36.19336,36.176342,39.313482,38.551007,39.726619,39.760903,38.639192,39.166574,38.9,14.087784
22.5,36.243306,36.307078,36.380759,36.315771,36.242632,36.23155,36.130626,36.175684,36.18777,39.305173,38.515684,39.738061,39.749481,38.643345,39.199803,38.9,14.087784
22.75,36.289048,36.374619,36.375549,36.352122,36.284168,36.25753,36.157645,36.1944,36.203353,39.512913,38.637236,39.749502,39.818009,38.645421,39.142691,39,14.10498
23,36.331672,36.342407,36.374507,36.340698,36.276899,36.24402,36.15037,36.19336,36.186731,39.470326,38.675675,39.704777,39.849158,38.758596,39.158267,39,14.10498
23.25,36.223553,36.275905,36.344292,36.30954,36.247824,36.219079,36.139978,36.174644,36.17842,39.314521,38.666325,39.767183,39.840852,38.704605,39.213302,39,14.10498
23.5,36.303602,36.355916,36.414099,36.378087,36.284168,36.294941,36.182586,36.217276,36.210626,39.485906,38.721386,39.764063,39.846043,38.910188,39.154114,39,13.99034
23.75,36.306721,36.349681,36.392219,36.347968,36.278976,36.25649,36.160762,36.189201,36.221015,39.270896,38.691258,39.771344,39.849158,38.678647,39.214341,39,13.99034
24,36.215236,36.276944,36.32137,36.306424,36.235363,36.219079,36.153488,36.19752,36.202314,39.502526,38.766059,39.775504,39.922877,38.746137,39.293259,39.1,14.007536
24.25,36.317117,36.363189,36.399513,36.385358,36.310128,36.28351,36.178429,36.231833,36.226209,39.700917,38.870988,39.83687,39.902111,38.977677,39.265222,39.1,14.007536
24.5,36.292167,36.337212,36.37034,36.345891,36.259246,36.278314,36.16388,36.208957,36.217898,39.648982,38.889688,39.855592,39.965448,38.807396,39.319219,39.1,14.007536
24.75,36.243306,36.310195,36.367214,36.322003,36.262362,36.258569,36.161802,36.225594,36.216859,39.558615,38.893844,39.852472,39.977907,38.958988,39.375293,39.1,13.892896
25,36.329592,36.356955,36.420351,36.370817,36.307013,36.287666,36.186742,36.233913,36.24387,39.544074,38.918777,39.911757,39.931184,38.933031,39.349333,39.1,13.892896
25.25,36.267216,36.329938,36.375549,36.341736,36.274822,36.265843,36.187782,36.209997,36.23452,39.581467,38.92605,39.94192,40.001788,38.927839,39.419944,39.1,13.892896
25.5,36.229791,36.26967,36.336999,36.307463,36.2634,36.20557,36.141018,36.203758,36.227248,39.647944,38.971761,39.929439,40.04955,38.90292,39.408522,39.1,13.892896
25.75,36.33479,36.374619,36.422435,36.372894,36.332973,36.298058,36.182586,36.230793,36.229326,39.589776,38.945789,39.911757,39.909379,38.983907,39.465634,39.2,13.910092
26,36.2589,36.311234,36.377633,36.352122,36.272746,36.262726,36.16388,36.228714,36.22517,39.599125,38.966567,39.951281,40.022554,38.949643,39.480171,39.2,13.910092
26.25,36.276573,36.336173,36.339083,36.369779,36.30909,36.300137,36.175311,36.229753,36.268804,39.735194,39.052796,39.973123,40.116001,39.007788,39.469787,39.2,14.024732
26.5,36.33583,36.357994,36.427644,36.38328,36.329858,36.293902,36.179468,36.219355,36.251143,39.640673,39.026823,39.998086,40.079661,39.09812,39.442789,39.2,14.024732
26.75,36.246424,36.306039,36.367214,36.327196,36.291437,36.280392,36.175311,36.231833,36.255298,39.766355,39.078768,39.982484,40.149227,39.093967,39.466672,39.2,14.024732
27,36.327513,36.359033,36.414099,36.407168,36.319474,36.285588,36.17739,36.252629,36.26361,39.535764,39.088118,39.992885,40.102503,39.096044,39.472902,39.2,14.139372
27.25,36.343107,36.380854,36.434937,36.377049,36.323627,36.299098,36.195056,36.242231,36.260493,39.706111,39.077729,39.978324,40.04332,39.045167,39.537283,39.3,14.156568
27.5,36.243306,36.311234,36.375549,36.337582,36.31532,36.280392,36.17635,36.225594,36.26361,39.587699,39.078768,40.098975,40.079661,39.085661,39.550782,39.3,14.156568
27.75,36.321276,36.340329,36.402638,36.414438,36.293514,36.284549,36.181546,36.255748,36.253221,39.561732,39.055912,39.996005,40.097312,39.134461,39.525861,39.3,14.156568
28,36.339988,36.391245,36.433895,36.398859,36.318435,36.306372,36.198174,36.269266,36.271921,39.699879,39.159802,39.983524,40.163763,39.071124,39.540398,39.3,14.041928
28.25,36.253702,36.288374,36.388052,36.364586,36.298706,36.292862,36.198174,36.241191,36.267765,39.789207,39.210708,40.015767,40.158571,39.117848,39.601664,39.3,14.041928
28.5,36.291127,36.35072,36.406806,36.37601,36.303898,36.278314,36.187782,36.252629,36.269843,39.804787,39.283431,39.988725,40.199065,38.967294,39.549744,39.3,13.927288
28.75,36.345186,36.38501,36.43077,36.404052,36.303898,36.327156,36.20233,36.263027,36.279193,39.635479,39.175386,40.007446,40.111848,39.128231,39.624509,39.3,13.927288
29,36.269296,36.303961,36.3818,36.358354,36.284168,36.294941,36.183625,36.256788,36.278154,39.888922,39.300054,40.020968,40.241635,39.138614,39.584011,39.3,14.041928
29.25,36.276573,36.326821,36.383884,36.360431,36.290398,36.291823,36.162841,36.250549,36.271921,39.774665,39.269926,40.033449,40.218793,39.369117,39.640085,39.3,14.041928
29.5,36.352464,36.378776,36.438063,36.394705,36.339203,36.315725,36.209605,36.258868,36.308282,39.74662,39.251225,40.036569,40.129499,39.405457,39.63697,39.3,14.041928
29.75,36.28489,36.324743,36.385968,36.3542,36.296629,36.304294,36.201291,36.237032,36.285426,39.743504,39.302132,40.14786,40.213601,39.374308,39.648392,39.3,14.041928
30,36.297365,36.335134,36.413057,36.380165,36.310128,36.29598,36.197134,36.258868,36.287504,39.885806,39.32291,40.142659,40.218793,39.366002,39.616202,39.3,14.041928
30.25,36.321276,36.359033,36.454733,36.392628,36.325704,36.322999,36.201291,36.260947,36.307243,39.924238,39.367582,40.168662,40.258248,39.450104,39.702389,39.3,14.041928
30.5,36.275533,36.337212,36.379717,36.378087,36.312205,36.298058,36.225193,36.257828,36.287504,39.838026,39.372777,40.131218,40.270708,39.414802,39.692005,39.4,14.059124
30.75,36.292167,36.333055,36.37034,36.362508,36.313243,36.276235,36.169076,36.251589,36.280232,39.861916,39.382127,40.14578,40.31224,39.249712,39.638008,39.4,14.059124
31,36.363899,36.399558,36.457859,36.42067,36.378662,36.33547,36.230389,36.257828,36.315555,40.007334,39.453811,40.155141,40.313278,39.316163,39.665006,39.4,14.059124
31.25,36.272414,36.345525,36.417225,36.415477,36.319474,36.313646,36.222075,36.266146,36.321788,39.957476,39.4642,40.165542,40.326776,39.446989,39.663968,39.4,14.059124
31.5,36.285929,36.326821,36.389094,36.372894,36.31532,36.298058,36.204409,36.275505,36.257376,39.926315,39.43615,40.191544,40.267593,39.456334,39.705504,39.4,14.059124
31.75,36.338949,36.38501,36.440147,36.426902,36.340242,36.343783,36.22935,36.24535,36.309321,40.00214,39.496406,40.228988,40.29978,39.266325,39.75327,39.4,13.944484
32,36.311919,36.361111,36.410974,36.377049,36.311166,36.310529,36.204409,36.303579,36.320749,39.793362,39.452772,40.24979,40.350657,39.340044,39.752232,39.4,13.944484
32.25,36.276573,36.317469,36.375549,36.370817,36.302859,36.300137,36.20233,36.253669,36.302049,39.845297,39.427838,40.186344,40.268631,39.472947,39.777154,39.5,13.96168
32.5,36.325434,36.377737,36.42556,36.393666,36.339203,36.33443,36.224154,36.308778,36.353994,40.001102,39.537962,40.25603,40.362078,39.413763,39.76677,39.5,13.96168
32.75,36.305682,36.354876,36.424518,36.384319,36.350626,36.339626,36.226232,36.277584,36.331138,39.931509,39.511989,40.292434,40.376614,39.417917,39.84465,39.5,14.07632
33,36.262018,36.351759,36.399513,36.37601,36.31532,36.322999,36.18986,36.269266,36.334255,39.972018,39.525495,40.224827,40.382844,39.390921,39.767808,39.5,14.07632
33.25,36.337909,36.336173,36.435979,36.434172,36.354779,36.355214,36.237663,36.308778,36.350877,40.014605,39.55874,40.260191,40.377653,39.554972,39.829074,39.5,13.96168
33.5,36.312959,36.370463,36.426602,36.405091,36.322589,36.346901,36.225193,36.287982,36.343605,40.056153,39.617957,40.195705,40.408802,39.61104,39.865418,39.5,13.96168
33.75,36.316078,36.342407,36.412016,36.374972,36.325704,36.319882,36.208566,36.269266,36.33841,40.00214,39.593024,40.25603,40.386997,39.509287,39.843611,39.5,13.96168
34,36.356622,36.386049,36.44744,36.421709,36.338165,36.338587,36.212722,36.295261,36.343605,39.905541,39.624191,40.343399,40.419185,39.441798,39.85711,39.5,13.96168
34.25,36.348305,36.372541,36.433895,36.407168,36.336088,36.352097,36.242859,36.295261,36.3675,39.8588,39.56809,40.367321,40.383883,39.571585,39.930837,39.5,14.07632
34.5,36.328553,36.357994,36.420351,36.398859,36.34128,36.32196,36.221036,36.265107,36.335294,39.843219,39.570168,40.362121,40.402572,39.552896,39.924606,39.5,14.07632
34.75,36.333751,36.370463,36.449524,36.412361,36.334011,36.332352,36.214801,36.293181,36.342566,39.967863,39.616918,40.445329,40.463832,39.53213,39.947451,39.5,14.3056
35,36.344147,36.388128,36.446398,36.40613,36.353741,36.340666,36.236624,36.305659,36.364383,40.120552,39.714575,40.656469,40.627883,39.642189,40.114634,39.5,14.53488
35.25,36.322315,36.381893,36.435979,36.40613,36.33505,36.340666,36.214801,36.294221,36.293738,40.33037,39.934822,40.87489,40.952871,39.644266,40.283893,39.5,14.8788
35.5,36.327513,36.372541,36.417225,36.390551,36.34128,36.33443,36.225193,36.257828,36.286465,40.255583,39.85171,41.378298,41.03282,39.929799,40.596451,39.6,15.583836
35.75,36.368058,36.467099,36.46932,36.444558,36.378662,36.363528,36.259486,36.317097,36.323866,40.363608,39.91716,41.415742,41.321467,40.064778,40.704445,39.6,17.761996
36,36.344147,36.395401,36.443273,36.430017,36.353741,36.341705,36.223114,36.326455,36.309321,40.253506,39.913005,41.340855,41.235289,40.099041,40.668101,39.7,25.918632
36.25,36.324394,36.365267,36.429728,36.399898,36.331934,36.322999,36.214801,36.348291,36.349838,40.236887,39.931705,41.226444,41.066046,40.033629,40.621373,39.8,34.648468
36.5,36.402364,36.434887,36.496409,36.451828,36.371394,36.379116,36.250134,36.3015,36.409056,40.195339,39.984689,41.116193,41.038012,40.084505,40.487419,40.1,39.973496
36.75,36.339988,36.407871,36.445356,36.426902,36.36101,36.377038,36.230389,36.333733,36.390355,39.990715,39.797687,40.911293,40.806471,39.958871,40.427192,40.2,39.188212
37,36.299444,36.380854,36.437021,36.418593,36.344395,36.276235,36.213762,36.293181,36.373733,40.022914,39.808076,40.755278,40.719253,39.847773,40.304661,40.3,38.173648
37.25,36.36182,36.390206,36.464111,36.428979,36.372432,36.330274,36.233506,36.269266,36.373733,39.870225,39.701069,40.620065,40.570777,39.8187,40.161362,40.3,36.683328
37.5,36.380533,36.406832,36.460985,36.444558,36.311166,36.379116,36.251173,36.330614,36.389316,39.8588,39.703147,40.56078,40.563508,39.781322,40.087635,40.3,35.078368
37.75,36.342068,36.415144,36.460985,36.444558,36.370355,36.332352,36.217918,36.308778,36.377889,39.798555,39.652241,40.45989,40.389074,39.732522,40.050253,40.3,33.702688
38,36.323355,36.361111,36.471404,36.417554,36.319474,36.329234,36.212722,36.292141,36.3862,39.724807,39.594062,40.377722,40.303933,39.707602,39.968219,40.2,33.456212
38.25,36.36078,36.398519,36.502661,36.445596,36.389046,36.36145,36.250134,36.327495,36.409056,39.682221,39.613802,40.374602,40.363117,39.771977,39.992102,40.1,33.439016
38.5,36.357662,36.400597,36.429728,36.454944,36.378662,36.366646,36.253251,36.324375,36.4049,39.582506,39.528612,40.347559,40.284206,39.682683,39.978603,40,33.30718
38.75,36.365978,36.37358,36.446398,36.424824,36.348549,36.351058,36.233506,36.321256,36.393472,39.686376,39.585751,40.339238,40.281091,39.603772,39.910069,39.9,32.602144
39,36.333751,36.326821,36.401597,36.397821,36.339203,36.344822,36.223114,36.325415,36.400744,39.687414,39.609646,40.338198,40.351695,39.759517,40.00041,39.9,32.487504
39.25,36.403404,36.427613,36.489116,36.453905,36.391123,36.398861,36.25533,36.339972,36.425678,39.658331,39.59614,40.387083,40.346504,39.798973,40.024293,39.8,32.011748
