t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
55.25,32.555844,32.76063,32.747653,32.725331,32.783722,32.631761,26.69365,26.847638,26.7,76.876112,28.4,84.24091
55.5,32.599508,32.784529,32.773701,32.77103,32.786837,32.675407,26.71963,26.858036,26.8,77.810428,27.8,72.92086
55.75,32.640052,32.828171,32.792455,32.804265,32.814874,32.670211,26.704042,26.858036,28.1,85.256296,26.9,64.18825
56,32.636933,32.838562,32.793497,32.753373,32.795144,32.65878,26.714434,26.852837,28.3,82.997888,26.4,59.55242
56.25,32.591191,32.764786,32.772659,32.7191,32.789952,32.670211,26.705082,26.861155,27.8,70.760068,26.1,67.9616
56.5,32.561042,32.742965,32.796623,32.712868,32.766069,32.630722,26.689494,26.844519,27.3,61.502888,26.1,89.09236
56.75,32.51426,32.746082,32.724731,32.691057,32.760877,32.628643,26.717552,26.863235,26.9,59.714504,26.1,91.6798
57,32.527775,32.729457,32.672636,32.660938,32.735955,32.600585,26.731062,26.858036,26.8,75.861548,25.9,84.24091
57.25,32.511142,32.712831,32.702852,32.655745,32.727648,32.60682,26.675984,26.83828,26.9,91.928344,25.6,75.72392
57.5,32.51634,32.696205,32.689307,32.652629,32.724533,32.587075,26.712356,26.841399,26.8,89.962268,25.5,71.30371
57.75,32.497627,32.676462,32.661176,32.627703,32.707918,32.573566,26.700925,26.849718,26.5,81.0834,25.6,75.72392
58,32.46436,32.63282,32.647631,32.641205,32.67469,32.550703,26.695729,26.841399,26.3,72.794928,25.7,84.77996
58.25,32.459162,32.687893,32.647631,32.605892,32.686112,32.559017,26.689494,26.8362,26.2,71.172772,25.8,86.82835
58.5,32.46436,32.650485,32.643463,32.606931,32.66119,32.520566,26.697807,26.842439,26.2,78.739012,25.9,82.51595
58.75,32.531934,32.709714,32.687223,32.642243,32.707918,32.569409,26.736258,26.855956,26.4,87.371404,25.9,79.17384
59,32.482033,32.711792,32.67472,32.639127,32.692342,32.564213,26.718591,26.893389,26.4,86.798204,25.9,76.37078
59.25,32.508023,32.670228,32.654924,32.594468,32.671574,32.54239,26.724826,26.88819,26.4,81.983324,26,76.80202
59.5,32.405102,32.65672,32.635128,32.601738,32.671574,32.517449,26.724826,26.868434,26.4,79.002684,26,76.37078
59.75,32.458122,32.645289,32.627835,32.571618,32.641461,32.522645,26.731062,26.873633,26.4,76.709884,26.1,78.7426
60,32.416538,32.620351,32.611164,32.569541,32.65496,32.495626,26.678062,26.829961,26.4,77.970924,26.1,81.00661
60.25,32.424855,32.628664,32.602829,32.558117,32.638346,32.462371,26.706121,26.83828,26.4,78.658764,26.1,81.22223
60.5,32.391588,32.593334,32.579907,32.524881,32.59681,32.459254,26.81108,26.931862,26.5,81.42732,26.1,79.92851
60.75,32.46228,32.65672,32.618458,32.557078,32.643538,32.51641,29.137849,30.229068,26.5,83.26156,26.1,77.23326
61,32.500746,32.707635,32.692433,32.599661,32.666382,32.522645,28.853108,29.473133,26.5,82.803,26,75.93954
61.25,32.48931,32.674384,32.644505,32.595506,32.636269,32.506018,27.433561,27.594214,26.5,80.62484,26,77.98793
61.5,32.421736,32.618273,32.609081,32.552924,32.610309,32.483155,27.063606,27.120066,26.5,77.30028,26,80.35975
61.75,32.401984,32.595413,32.581991,32.538383,32.605117,32.469646,26.790296,26.898588,26.4,77.856284,26,80.35975
62,32.388469,32.580865,32.585117,32.515534,32.57708,32.456136,26.628181,26.975533,26.4,80.263724,26,78.85041
62.25,32.363518,32.589178,32.571572,32.513457,32.565658,32.439509,26.646886,27.09719,26.5,82.45908,26,77.44888
62.5,32.371835,32.565279,32.551776,32.48853,32.560466,32.409372,26.390204,26.900668,26.4,80.951564,26,78.20355
62.75,32.382231,32.562161,32.554902,32.471913,32.546966,32.403137,26.20003,26.625121,26.4,80.034444,25.9,77.55669
63,32.355202,32.537223,32.5101,32.463604,32.527237,32.401058,26.100267,26.550255,26.4,78.773404,25.9,79.06603
63.25,32.338568,32.542419,32.499681,32.460488,32.543851,32.381314,26.081562,26.591847,26.4,79.690524,26,80.14413
63.5,32.325053,32.537223,32.485094,32.383632,32.483624,32.367804,26.138718,26.68023,26.4,79.002684,26,80.25194
63.75,32.321934,32.512285,32.49343,32.42206,32.50543,32.35949,26.260304,26.832041,26.4,81.066204,26,78.52698
64,32.30842,32.498776,32.46634,32.42206,32.483624,32.369882,26.271735,26.812285,26.4,81.868684,25.9,77.12545
64.25,32.28035,32.470721,32.453837,32.388825,32.459741,32.351177,26.296676,26.727021,26.4,81.410124,26,78.85041
64.5,32.22837,32.439548,32.414245,32.357667,32.449357,32.312726,26.3954,26.722862,26.4,79.231964,26,79.28165
64.75,32.291786,32.49462,32.450712,32.400249,32.478432,32.339746,26.474379,26.796688,26.3,78.985488,26,79.49727
65,32.28243,32.485268,32.47155,32.401288,32.509584,32.341824,26.547123,26.860116,26.4,81.066204,26,79.28165
65.25,32.304261,32.497737,32.476759,32.421021,32.477394,32.358451,26.582456,26.877792,26.4,80.951564,26,76.47859
65.5,32.318816,32.481112,32.465298,32.397134,32.460779,32.336628,26.624024,26.897548,26.4,81.295484,26,76.80202
65.75,32.285548,32.472799,32.443418,32.363898,32.449357,32.273237,26.6552,26.947459,26.4,79.575884,26,79.71289
66,32.277232,32.459291,32.448628,32.3774,32.419243,32.286746,26.632338,26.894429,26.4,77.741644,26.1,80.57537
66.25,32.2554,32.44786,32.426748,32.352474,32.424435,32.278433,26.635455,26.834121,26.4,79.690524,26.1,80.35975
66.5,32.252281,32.450978,32.421539,32.344165,32.405744,32.270119,26.585574,26.822683,26.4,81.868684,26.1,80.14413
66.75,32.238766,32.426039,32.410078,32.349358,32.399514,32.267002,26.57726,26.803966,26.5,81.42732,26.1,80.25194
67,32.235648,32.412531,32.385072,32.294312,32.3694,32.226473,26.547123,26.792529,26.5,79.937,26.1,80.14413
67.25,32.205499,32.39071,32.386114,32.286003,32.379784,32.223355,26.53881,26.814364,26.5,79.13452,26.2,80.14413
67.5,32.167034,32.374084,32.355899,32.281849,32.342402,32.17867,26.504516,26.795648,26.5,79.82236,26.2,79.8207
67.75,32.108816,32.335638,32.320474,32.234073,32.326826,32.195297,26.48581,26.772772,26.5,80.28092,26.4,86.2893
68,32.111935,32.313817,32.292343,32.264193,32.313326,32.184905,26.477497,26.762374,26.6,80.298116,27,91.89542
68.25,32.1005,32.307582,32.292343,32.195645,32.305019,32.173474,26.450478,26.775892,26.6,80.298116,27.3,93.08133
68.5,32.081787,32.316934,32.274631,32.22161,32.310211,32.176591,26.442164,26.758215,26.9,90.896584,27.8,90.70951
68.75,32.076589,32.290956,32.268379,32.195645,32.280098,32.138141,26.44736,26.754056,27.2,94.616652,28.1,89.09236
69,32.108816,32.324208,32.27984,32.236151,32.309173,32.15165,26.481654,26.769653,27.5,95.81464,28,91.24856
69.25,32.179509,32.369928,32.348606,32.252768,32.321634,32.192179,26.510751,26.777971,28,93.49318,27.9,92.7579
69.5,32.146242,32.353302,32.326726,32.246537,32.336171,32.180748,26.487889,26.747817,28,93.95174,27.9,93.72819
69.75,32.160796,32.35642,32.351731,32.238228,32.316442,32.142298,26.48581,26.736379,28,95.44206,27.8,94.37505
70,32.129608,32.34499,32.312139,32.222649,32.274906,32.150611,26.524261,26.797728,28,96.35918,27.9,94.80629
70.25,32.132727,32.334599,32.298594,32.197722,32.283213,32.145415,26.51283,26.774852,28,97.04702,27.9,95.23753
70.5,32.12441,32.328364,32.243374,32.186298,32.266598,32.103847,26.554398,26.806046,28.1,97.637416,27.9,95.56096
70.75,32.09946,32.314856,32.290259,32.194607,32.241677,32.112161,26.535692,26.761335,28.1,97.981336,27.9,95.77658
71,32.104658,32.306543,32.26317,32.174873,32.247907,32.08722,26.53777,26.741578,28.1,98.325256,27.6,91.35637
71.25,32.033965,32.294074,32.256918,32.148908,32.215717,32.067475,26.532574,26.770693,28.1,98.669176,27.4,88.01426
71.5,32.039163,32.245236,32.21941,32.139561,32.224024,32.07371,26.558554,26.810205,28,97.50558,27.1,83.91748
71.75,32.003817,32.202633,32.195446,32.128136,32.190795,32.04877,26.55128,26.863235,27.7,92.180552,26.9,77.23326
72,31.990302,32.202633,32.200656,32.104248,32.168989,32.04877,26.532574,26.876752,27.5,87.90448,26.6,69.14751
72.25,31.990302,32.188085,32.183985,32.081399,32.15549,32.029025,26.559594,26.899628,27.2,82.006252,26.3,60.84614
72.5,31.97055,32.174577,32.17565,32.07309,32.140952,32.018633,26.554398,26.899628,27,73.83242,26.1,53.40725
72.75,31.967431,32.17146,32.148561,32.059589,32.140952,32.012398,26.576221,26.901708,26.8,64.856108,25.9,47.58551
73,31.957035,32.149639,32.142309,32.05128,32.133683,32.018633,26.59077,26.938101,26.7,56.126272,25.7,44.02778
73.25,31.94248,32.149639,32.140226,32.029469,32.113954,31.987457,26.62922,26.973454,26.5,48.75492,25.7,42.19501
73.5,31.91753,32.152756,32.125639,32.037778,32.102531,31.973947,27.192466,27.343623,26.3,43.676368,25.7,41.0091
73.75,32.029807,32.226532,32.207949,32.105287,32.146144,32.014476,27.608146,27.608772,26.2,41.022452,25.8,40.14662
74,32.027728,32.206789,32.186069,32.088669,32.146144,32.006162,27.857554,27.7741,26.2,39.302852,25.9,39.49976
74.25,32.051638,32.236923,32.183985,32.088669,32.15549,32.006162,28.98093,29.001064,26.2,38.385732,26,38.96071
74.5,32.041242,32.211985,32.181902,32.080361,32.147182,32.00928,28.685797,28.417736,26.3,37.715088,26.2,38.52947
74.75,31.99654,32.193281,32.173566,32.061666,32.138875,31.976026,28.57772,28.194179,26.4,37.273724,26.3,38.31385
75,31.974708,32.186007,32.151686,32.04401,32.137837,31.962516,28.594347,28.154667,26.5,36.83236,26.4,38.42166
75.25,31.94456,32.143404,32.121471,32.014929,32.10357,31.945889,28.595386,28.185861,26.6,36.390996,26.4,40.57786
75.5,31.931045,32.121583,32.114178,32.023238,32.071379,31.951085,28.610974,28.174423,26.7,36.408192,26.6,58.47432
75.75,31.89258,32.118466,32.092298,31.978578,32.054765,31.934458,28.596426,28.216015,26.8,37.113228,26.9,85.96587
76,31.887382,32.10184,32.080837,31.976501,32.060995,31.915752,28.588112,28.210816,26.9,44.238104,27.1,87.90645
76.25,31.889461,32.088332,32.053748,31.968192,32.030882,31.907438,28.621366,28.222254,27.1,72.130016,27,79.06603
76.5,31.86451,32.088332,32.064167,31.951574,32.041266,31.899125,28.511211,28.169224,27.4,89.721524,26.8,71.08809
76.75,31.86451,32.061315,32.045413,31.943265,32.041266,31.874184,28.144374,27.707553,27.4,84.333444,26.6,68.82408
77,31.879065,32.041572,32.047496,31.915223,31.99973,31.876262,28.01967,27.51519,27.2,74.440012,26.5,75.40049
77.25,31.847877,32.061315,32.030826,31.918339,32.00596,31.857557,27.812869,27.332185,27,69.13218,26.6,83.80967
77.5,31.837481,32.038455,32.00582,31.91003,31.981038,31.860674,27.534363,27.197011,26.9,69.573544,26.5,84.77996
77.75,31.817728,32.021829,32.000611,31.898606,31.956117,31.835734,27.196623,27.09719,26.9,80.349704,26.3,80.68318
78,31.792778,32.013517,31.981857,31.868486,31.958194,31.835734,26.859922,26.937061,26.9,85.164584,26.1,75.61611
78.25,31.790699,32.003126,31.978731,31.840444,31.939502,31.799362,26.506594,26.746777,26.8,82.625308,26.1,74.96925
78.5,31.809412,32.006243,31.983941,31.885104,31.939502,31.74948,26.191717,26.654235,26.6,77.890676,26.1,79.28165
78.75,31.828124,32.040533,31.998527,31.898606,31.948848,31.812871,26.024406,26.613683,26.5,74.89284,26.2,83.91748
79,31.825006,32.031181,32.006862,31.90276,31.985192,31.829498,26.078444,26.678151,26.4,76.022044,26.2,84.56434
79.25,31.811491,32.005204,32.002695,31.890297,31.941579,31.821185,26.202109,26.762374,26.5,81.88588,26.2,81.54566
79.5,31.811491,31.988578,31.969354,31.862255,31.944694,31.806636,26.338244,26.848678,26.5,84.17868,26.2,76.90983
79.75,31.806293,31.985461,31.96727,31.85083,31.946771,31.793126,26.558554,26.955777,26.6,83.164116,26.2,76.90983
80,31.792778,31.971953,31.969354,31.842521,31.90835,31.793126,26.763277,27.060797,26.5,78.7906,26.3,78.52698
80.25,31.778224,32.005204,31.947474,31.837328,31.919773,31.751558,26.936823,27.140862,26.5,76.03924,26.3,80.46756
80.5,31.756392,31.958444,31.927678,31.832135,31.911466,31.751558,27.053214,27.20221,26.6,78.119956,26.3,80.79099
80.75,31.739758,31.930389,31.908924,31.7989,31.911466,31.734931,27.09686,27.210528,26.6,79.380996,26.3,80.03632
81,31.723125,31.922076,31.900589,31.815518,31.864738,31.732853,27.160251,27.242762,26.6,80.642036,26.3,78.31136
81.25,31.723125,31.927271,31.914133,31.773974,31.848123,31.713108,27.326523,27.400812,26.7,80.888512,26.3,76.37078
81.5,31.720006,31.925193,31.883918,31.785398,31.841893,31.701677,27.593598,27.709632,26.6,79.037076,26.2,76.90983
81.75,31.701293,31.883629,31.870373,31.760472,31.836701,31.726618,27.400306,27.486075,26.6,77.661396,26.2,80.25194
82,31.681541,31.872199,31.872457,31.75424,31.816971,31.694402,27.254818,27.257319,26.6,76.629636,26.3,82.73157
82.25,31.673224,31.872199,31.837033,31.730352,31.816971,31.679854,27.066723,27.138782,26.6,78.349236,26.2,80.68318
82.5,31.629561,31.846222,31.823488,31.690886,31.781666,31.644521,26.952411,27.073275,26.6,82.132356,26.1,77.98793
82.75,31.63268,31.791149,31.816195,31.715812,31.785819,31.644521,26.872393,27.123185,26.6,81.903076,26.1,77.23326
83,31.594214,31.807775,31.768267,31.684654,31.680941,31.63309,26.768473,27.106548,26.5,79.13452,26.1,78.20355
83.25,31.564066,31.772445,31.766183,31.655573,31.749475,31.636207,26.547123,26.893389,26.4,77.283084,26.1,79.17384
83.5,31.535997,31.762054,31.765142,31.638956,31.72663,31.60607,26.389165,26.800847,26.4,77.053804,26.1,80.35975
83.75,31.577581,31.722569,31.765142,31.646226,31.741168,31.608149,26.280049,26.749897,26.4,78.200204,26.1,81.43785
84,31.615006,31.809853,31.803692,31.674268,31.723515,31.63309,26.302911,26.810205,26.4,80.378364,26.1,81.11442
84.25,31.60669,31.79011,31.806818,31.665959,31.751552,31.626854,26.394361,26.885071,26.5,81.42732,26.1,77.98793
84.5,31.573422,31.804658,31.779728,31.665959,31.741168,31.601914,26.471262,26.948499,26.5,82.00052,26.1,77.01764
84.75,31.620204,31.8244,31.814111,31.679461,31.739091,31.629972,26.527378,26.999449,26.4,79.805164,26.1,77.98793
85,31.603571,31.810892,31.78077,31.659728,31.728707,31.613345,26.549202,26.955777,26.4,77.970924,26.1,79.49727
85.25,31.598373,31.802579,31.769309,31.671152,31.728707,31.585286,26.618828,26.94122,26.4,77.283084,26.1,80.79099
85.5,31.584858,31.794267,31.777644,31.659728,31.703786,31.574894,26.698846,26.99113,26.4,79.002684,26.1,79.49727
85.75,31.581739,31.785954,31.7641,31.641033,31.687171,31.58009,26.740414,27.016086,26.5,80.73948,26.1,79.28165
86,31.561987,31.769328,31.74222,31.641033,31.692363,31.55515,26.800688,27.041041,26.5,80.16628,26.1,77.6645
86.25,31.551591,31.752703,31.74222,31.616106,31.684056,31.543718,26.773669,27.027523,26.4,79.346604,26.1,78.41917
86.5,31.55367,31.752703,31.712005,31.596373,31.657058,31.533326,26.715474,27.002568,26.4,77.741644,26.1,79.38946
86.75,31.515205,31.717373,31.717214,31.585987,31.659134,31.469935,26.710278,26.969295,26.4,77.397724,26.1,79.92851
87,31.504809,31.719451,31.712005,31.571447,31.657058,31.521895,26.679102,26.914185,26.4,78.773404,26.1,79.8207
87.25,31.506888,31.689317,31.678664,31.552752,31.582293,31.508386,26.61571,26.874673,26.5,79.70772,26.1,77.88012
87.5,31.468423,31.66334,31.645323,31.585987,31.604099,31.494876,26.58973,26.926663,26.5,79.82236,26.1,77.23326
87.75,31.446591,31.665418,31.642197,31.533018,31.598907,31.469935,26.585574,26.894429,26.4,78.429484,26.1,78.31136
88,31.416443,31.646714,31.648449,31.521594,31.586446,31.455386,26.522182,26.840359,26.4,77.168444,26.1,80.35975
88.25,31.406047,31.649832,31.61094,31.492513,31.589562,31.441877,26.43385,26.796688,26.4,77.168444,26.1,81.65347
88.5,31.374859,31.607229,31.581767,31.469664,31.57087,31.42525,26.479575,26.789409,26.4,79.919804,26.1,79.92851
88.75,31.358225,31.602033,31.581767,31.437467,31.543872,31.422132,26.416184,26.800847,26.4,81.066204,26.1,77.6645
89,31.361344,31.573977,31.578641,31.456162,31.527258,31.422132,26.443203,26.814364,26.4,81.410124,26,77.44888
89.25,31.342631,31.555274,31.568222,31.439544,31.527258,31.414858,26.409949,26.811245,26.4,77.856284,26,77.55669
89.5,31.361344,31.596838,31.584893,31.446815,31.536603,31.413818,26.472301,26.818524,26.4,77.627004,26,77.88012
89.75,31.470502,31.666457,31.617192,31.510169,31.579178,31.452269,26.51283,26.829961,26.4,76.939164,26,79.38946
90,31.440354,31.658144,31.635946,31.483166,31.576062,31.440838,26.491006,26.813325,26.4,77.283084,26.1,80.57537
90.25,31.432037,31.633206,31.614066,31.453046,31.554256,31.405505,26.491006,26.774852,26.4,78.429484,26.1,80.57537
90.5,31.407086,31.61658,31.61094,31.469664,31.531411,31.400309,26.524261,26.794608,26.4,80.034444,26,78.31136
90.75,31.410205,31.594759,31.561971,31.445776,31.516874,31.400309,26.547123,26.849718,26.4,80.263724,26,76.26297
91,31.357186,31.57086,31.568222,31.440583,31.490914,31.38576,26.553358,26.863235,26.4,79.117324,26,77.98793
91.25,31.305206,31.545922,31.520295,31.414618,31.474299,31.352506,26.580378,26.843479,26.3,77.724448,26,79.49727
91.5,31.300008,31.520983,31.517169,31.386576,31.53245,31.338996,26.536731,26.794608,26.3,76.119488,26.1,80.68318
91.75,31.321839,31.537609,31.536965,31.436429,31.487798,31.355623,26.56479,26.829961,26.3,79.100128,26.1,79.17384
92,31.409166,31.60515,31.591144,31.427081,31.533488,31.390956,26.586613,26.863235,26.4,80.493004,26,79.06603
92.25,31.387334,31.591642,31.552594,31.440583,31.523104,31.382642,26.606358,26.848678,26.4,80.149084,26,77.88012
92.5,31.375898,31.558391,31.569264,31.421888,31.478453,31.352506,26.60324,26.854917,26.4,79.461244,26,77.77231
92.75,31.364463,31.558391,31.552594,31.418772,31.478453,31.344192,26.567907,26.860116,26.4,78.429484,26,77.88012
93,31.348869,31.530335,31.530714,31.407348,31.468069,31.297428,26.546084,26.78525,26.4,77.741644,26.1,79.38946
93.25,31.295849,31.527218,31.51196,31.363727,31.4608,31.310938,26.530496,26.781091,26.3,77.265888,26,79.38946
93.5,31.271938,31.480458,31.494248,31.34607,31.44107,31.314055,26.548162,26.831001,26.4,78.544124,26,79.49727
93.75,31.230354,31.454481,31.447362,31.322183,31.398496,31.305742,26.53881,26.83724,26.4,79.231964,26.1,80.35975
94,31.218919,31.439933,31.450488,31.320105,31.393304,31.272487,26.535692,26.826842,26.4,79.575884,26.1,79.06603
94.25,31.227236,31.423308,31.433817,31.311797,31.384997,31.289114,26.469183,26.760295,26.4,79.919804,26,78.41917
94.5,31.191889,31.431621,31.405686,31.305565,31.36319,31.261056,26.472301,26.746777,26.4,79.117324,26,76.80202
94.75,31.200206,31.414995,31.422356,31.283754,31.357998,31.241311,26.483732,26.746777,26.4,78.773404,26.3,85.64244
95,31.205404,31.412917,31.400477,31.280639,31.351768,31.257938,26.455674,26.788369,26.3,76.921968,27,88.01426
95.25,31.180454,31.398369,31.373387,31.248442,31.338269,31.266252,26.44736,26.746777,26.3,76.578048,27.6,84.56434
95.5,31.177335,31.390057,31.373387,31.261944,31.313347,31.214292,26.442164,26.757175,26.9,89.062344,28,80.35975
95.75,31.150305,31.36304,31.367136,31.225593,31.299848,31.21741,26.444242,26.768613,27.6,88.953436,27.5,65.05073
96,31.147186,31.36304,31.340046,31.192358,31.310232,31.200782,26.450478,26.73534,27.9,84.304784,26.9,56.42593
96.25,31.13679,31.337063,31.337963,31.208975,31.275965,31.172724,26.397478,26.692708,27.7,73.379592,26.5,51.89791
96.5,31.122236,31.326672,31.324418,31.224554,31.293618,31.184155,26.417223,26.675031,27.3,60.700408,26.3,72.92086
96.75,31.108721,31.367197,31.319208,31.200666,31.287387,31.175842,26.469183,26.747817,26.9,53.409304,26.5,93.62038
97,31.141988,31.322515,31.317125,31.21313,31.292579,31.181038,26.523222,26.794608,26.7,54.979872,26.4,91.24856
97.25,31.127434,31.348493,31.346298,31.210014,31.293618,31.174802,26.535692,26.78733,26.8,86.866988,26.1,83.48624
97.5,31.169018,31.369275,31.354633,31.208975,31.299848,31.194547,26.550241,26.805006,26.9,93.647944,25.8,74.86144
97.75,31.1108,31.34018,31.339004,31.205859,31.282195,31.188312,26.532574,26.759255,26.7,87.766912,25.7,70.33342
98,31.13887,31.331867,31.335879,31.208975,31.277003,31.163371,26.524261,26.740539,26.4,78.773404,25.6,72.38181
98.25,31.127434,31.312124,31.302538,31.186126,31.270773,31.158175,26.529457,26.790449,26.2,71.287412,25.8,82.73157
98.5,31.107682,31.312124,31.317125,31.177817,31.24689,31.147783,26.49932,26.770693,26.1,69.206696,26,89.84703
98.75,31.08585,31.298616,31.300454,31.172624,31.24689,31.144666,26.540888,26.792529,26.2,76.216932,26.1,86.82835
99,31.091048,31.301733,31.288993,31.156007,31.218853,31.122842,26.529457,26.770693,26.3,86.781008,26,80.46756
99.25,31.064018,31.29342,31.286909,31.139389,31.240659,31.072961,26.532574,26.757175,26.5,88.30572,25.9,75.5083
99.5,31.077533,31.268482,31.278574,31.139389,31.215738,31.116607,26.521143,26.729101,26.4,83.817564,26,75.07706
99.75,31.055702,31.260169,31.217102,31.117578,31.20743,31.083353,26.526339,26.743658,26.3,76.921968,26,78.20355
100,31.047385,31.251856,31.253569,31.10927,31.197046,31.083353,26.504516,26.718703,26.3,74.055968,26.1,80.35975
100.25,31.047385,31.248739,31.255652,31.100961,31.166933,31.083353,26.502438,26.693748,26.3,75.890208,26.2,82.40814
100.5,31.010999,31.226918,31.225437,31.106154,31.16901,31.066726,27.852358,28.226413,26.4,79.002684,26.2,81.33004
100.75,31.022434,31.218605,31.238982,31.097845,31.163818,31.069843,28.555897,29.389949,26.5,80.85412,26.1,80.25194
101,31.017236,31.196784,31.225437,31.073957,31.172125,31.042824,28.920656,29.632222,26.5,81.54196,26.1,77.88012
101.25,30.989167,31.207175,31.213976,31.087459,31.147203,31.036589,28.404174,28.701601,26.5,81.42732,26,77.55669
101.5,30.98085,31.193667,31.186887,31.051108,31.127474,31.00957,27.322366,27.427846,26.4,79.346604,26,78.31136
101.75,30.986048,31.177041,31.178552,31.054224,31.11709,31.019962,26.937862,27.060797,26.4,77.053804,26,79.38946
102,30.964217,31.16665,31.167091,31.032413,31.105667,31.003334,26.620906,26.870514,26.4,77.397724,26,80.57537
102.25,30.964217,31.177041,31.158756,31.037606,31.083861,30.989825,26.55128,26.955777,26.3,78.297648,26,79.8207
102.5,30.959019,31.152103,31.153546,31.032413,31.080746,30.968002,26.679102,27.182454,26.4,80.149084,26,81.33004
102.75,30.947583,31.16665,31.148337,31.020989,31.078669,30.978394,26.272774,26.88923,26.4,80.607644,26,80.14413
103,30.967336,31.158337,31.136876,31.004371,31.067246,30.959688,26.082601,26.565852,26.3,80.131888,26,79.28165
103.25,30.942385,31.146907,31.148337,30.979445,31.075554,30.97008,26.002582,26.47227,26.4,81.066204,26,79.60508
103.5,30.934068,31.138594,31.125415,30.979445,31.053747,30.943061,25.985955,26.494106,26.3,79.558688,26,79.38946
103.75,30.917435,31.108461,31.136876,30.987753,31.047517,30.939943,26.021288,26.57729,26.3,78.985488,26,79.06603
104,30.917435,31.116773,31.123331,30.952441,31.034018,30.926434,26.162619,26.748857,26.3,79.214768,26,79.92851
104.25,30.897682,31.094952,31.131666,30.996062,31.012211,30.929551,26.325774,26.867394,26.3,79.329408,26,78.85041
104.5,30.909118,31.094952,31.103535,30.952441,31.02571,30.912924,26.334087,26.790449,26.3,78.756208,26,78.09574
104.75,30.887286,31.09703,31.084781,30.944132,31.014288,30.906689,26.36942,26.687509,26.3,79.214768,26,79.28165
105,30.917435,31.088718,31.078529,30.944132,31.005981,30.90461,26.432811,26.743658,26.3,79.214768,26,82.83938
105.25,30.87897,31.072092,31.061859,30.927515,31.012211,30.893179,26.519065,26.790449,26.3,77.724448,26,83.055
105.5,30.922633,31.135477,31.101451,30.97529,31.02571,30.886944,26.567907,26.842439,26.3,80.705088,26,80.14413
105.75,30.996444,31.170807,31.15563,30.992946,31.057901,30.933708,26.627142,26.875713,26.4,82.900444,26,77.01764
106,30.966296,31.167689,31.147295,30.986715,31.049594,30.928512,26.648965,26.905867,26.4,81.639404,25.9,75.93954
106.25,30.974613,31.167689,31.147295,30.96802,31.038171,30.903571,26.607397,26.850757,26.3,78.985488,25.9,77.01764
106.5,30.957979,31.134438,31.132708,30.976329,31.044402,30.898375,26.541927,26.802927,26.3,75.890208,25.9,78.95822
106.75,30.946544,31.1095,31.107703,30.961788,31.024672,30.898375,26.500359,26.78421,26.3,76.463408,26,82.08471
107,30.921593,31.117812,31.085823,30.95348,30.997674,30.895258,26.43385,26.73118,26.3,77.151248,26,84.1331
107.25,30.924712,31.12093,31.082697,30.945171,30.983136,30.895258,26.400596,26.692708,26.3,80.246528,26,81.86909
107.5,30.924712,31.095991,31.058733,30.93063,30.97379,30.851611,26.376694,26.709345,26.4,83.359004,25.9,77.12545
107.75,30.87793,31.066897,31.067069,30.906743,30.974829,30.848494,26.361106,26.708305,26.4,83.473644,25.9,74.4302
108,30.864415,31.049232,31.060817,30.909858,30.956138,30.834984,26.372538,26.706225,26.3,79.558688,25.9,77.12545
108.25,30.849861,31.049232,31.033728,30.898434,30.939523,30.837062,26.405792,26.709345,26.3,75.202368,25.9,80.35975
108.5,30.849861,31.031567,31.005596,30.881816,30.914602,30.818357,26.399557,26.705185,26.2,75.299812,26,83.59405
108.75,30.806198,31.020137,31.020183,30.880778,30.91564,30.812122,26.414106,26.693748,26.3,78.297648,26,82.08471
109,30.836346,31.009746,31.003513,30.875585,30.910448,30.798612,26.430733,26.718703,26.3,81.622208,26,80.14413
109.25,30.817633,30.975456,30.973298,30.84962,30.870989,30.803808,26.43489,26.697907,26.3,82.195408,25.9,77.98793
109.5,30.789564,30.980651,30.958711,30.833002,30.887603,30.787181,26.413066,26.706225,26.3,80.819728,25.9,75.72392
109.75,30.797881,30.990003,30.979549,30.818462,30.890718,30.773671,26.439046,26.713504,26.3,79.100128,25.9,77.01764
110,30.77293,30.973378,30.960795,30.829886,30.868912,30.768475,26.420341,26.702066,26.3,76.463408,26,79.17384
110.25,30.794762,30.965065,30.957669,30.810153,30.885526,30.771593,26.397478,26.658394,26.3,75.660928,26,81.9769
110.5,30.776049,30.951556,30.927454,30.794574,30.866835,30.735221,26.412027,26.671912,26.3,77.724448,26,82.30033
110.75,30.764614,30.951556,30.929538,30.80496,30.847106,30.746652,26.463987,26.746777,26.3,80.705088,26,78.63479
111,30.739663,30.948439,30.915993,30.777956,30.850221,30.751848,26.455674,26.724942,26.4,82.097964,26,78.20355
111.25,30.731346,30.928696,30.914951,30.771725,30.83153,30.730025,26.441125,26.662554,26.4,80.722284,26,77.88012
111.5,30.734465,30.914149,30.906616,30.746798,30.807646,30.713398,26.396439,26.634479,26.3,77.151248,26,78.52698
111.75,30.726148,30.914149,30.895155,30.755107,30.809723,30.713398,26.401635,26.634479,26.4,78.085564,26,78.95822
112,30.712634,30.905836,30.898281,30.741605,30.791032,30.701966,26.374616,26.632399,26.4,77.512364,26,81.00661
112.25,30.699119,30.895445,30.88682,30.746798,30.799339,30.693653,26.393322,26.67919,26.4,77.741644,26.1,81.86909
