Time,101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),109 (C),110 (C),111 (C),112 (C),113 (C),114 (C),115 (C),Temp,%RH
31.5,31.109761,31.153142,31.26503,31.304526,31.232352,31.329643,31.151818,31.365569,31.334029,31.830687,31.87088,32.086045,32.095134,31.999263,31.949694,31.4,52.503648
31.75,31.095206,31.156259,31.240024,31.321144,31.240659,31.344192,31.140387,31.389484,31.32364,31.869119,31.925942,32.083965,32.100325,32.027297,31.985,31.4,54.911088
32,31.101444,31.151064,31.271281,31.304526,31.237544,31.335878,31.165328,31.365569,31.353768,31.877429,31.893736,32.072524,32.122129,31.980574,31.946579,31.3,57.547808
32.25,31.095206,31.153142,31.254611,31.335684,31.240659,31.327565,31.157014,31.392604,31.325718,31.814068,31.837635,32.014278,32.0671,31.944233,31.863507,31.3,56.728132
32.5,31.106642,31.147946,31.268155,31.32426,31.25935,31.349388,31.148701,31.387405,31.340262,31.745514,31.752445,31.945631,32.008955,31.900625,31.858315,31.3,57.169496
32.75,31.098325,31.167689,31.251485,31.329453,31.240659,31.341074,31.157014,31.400922,31.367274,31.740321,31.765951,31.959153,32.053602,31.98265,31.883237,31.3,57.38158
33,31.120157,31.168728,31.267113,31.329453,31.255197,31.344192,31.155975,31.380126,31.349613,31.799526,31.805429,31.985155,31.977806,31.906854,31.870776,31.3,57.020464
33.25,31.11184,31.164572,31.251485,31.299333,31.248966,31.337957,31.138309,31.400922,31.378702,31.789139,31.794001,31.997636,32.061908,31.92762,31.891544,31.3,58.247112
33.5,31.139909,31.17808,31.316083,31.345032,31.262466,31.337957,31.150779,31.387405,31.36104,31.786023,31.777379,31.92899,32.058793,31.930735,31.839624,31.3,63.176632
33.75,31.114959,31.193667,31.291077,31.349186,31.278042,31.341074,31.169485,31.401962,31.349613,31.774598,31.755562,31.954992,32.029721,31.921391,31.845854,31.3,61.325196
34,31.145107,31.195745,31.290035,31.359572,31.27908,31.341074,31.172602,31.399882,31.370391,31.759017,31.754523,31.93003,31.952887,31.860131,31.814702,31.3,59.147036
34.25,31.139909,31.195745,31.284826,31.367881,31.270773,31.34627,31.180916,31.399882,31.367274,31.725779,31.743095,31.92795,31.980921,31.849748,31.819894,31.3,60.96408
34.5,31.172137,31.22484,31.323376,31.366842,31.277003,31.366015,31.18819,31.407161,31.370391,31.753824,31.73894,31.906108,31.952887,31.875705,31.810549,31.3,62.56904
34.75,31.169018,31.208214,31.317125,31.375151,31.283234,31.352506,31.173642,31.41236,31.370391,31.742398,31.744134,31.93107,31.994419,31.859093,31.816779,31.3,63.044796
35,31.166939,31.216527,31.294203,31.354379,31.271811,31.362898,31.190269,31.470589,31.369352,31.80472,31.771145,31.93211,31.981959,31.887127,31.840662,31.3,60.50552
35.25,31.172137,31.21341,31.323376,31.372035,31.283234,31.357702,31.212092,31.422758,31.368313,31.811991,31.777379,31.908188,31.991304,31.87882,31.821971,31.3,60.39088
35.5,31.172137,31.205097,31.29837,31.380344,31.296733,31.377446,31.171563,31.41236,31.376624,31.787062,31.769068,31.939391,31.99961,31.900625,31.788742,31.3,61.8812
35.75,31.177335,31.221722,31.323376,31.385537,31.308155,31.34627,31.171563,31.445634,31.360002,31.765249,31.73894,31.92795,31.986112,31.798871,31.802242,31.3,61.65192
36,31.177335,31.221722,31.306706,31.380344,31.301925,31.371211,31.193386,31.437315,31.376624,31.773559,31.725434,31.883225,31.903048,31.872591,31.810549,31.3,61.76656
36.25,31.180454,31.227957,31.308789,31.391769,31.299848,31.349388,31.181955,31.431076,31.356885,31.790178,31.777379,31.908188,31.972614,31.875705,31.818856,31.3,61.308
36.5,31.191889,31.221722,31.300454,31.355418,31.269734,31.360819,31.198582,31.442514,31.368313,31.822378,31.777379,31.93627,31.986112,31.880897,31.813664,31.3,61.99584
36.75,31.166939,31.216527,31.328585,31.391769,31.299848,31.382642,31.206896,31.431076,31.373507,31.817184,31.775301,31.919629,31.982997,31.908931,31.816779,31.3,61.308
37,31.169018,31.246661,31.323376,31.385537,31.299848,31.382642,31.206896,31.437315,31.348574,31.790178,31.742056,31.916509,31.974691,31.862208,31.788742,31.3,60.144404
37.25,31.175256,31.249778,31.308789,31.393846,31.313347,31.382642,31.218327,31.445634,31.411947,31.775636,31.697384,31.891546,31.934197,31.84871,31.769013,31.3,60.259044
37.5,31.202285,31.219644,31.328585,31.388653,31.293618,31.38576,31.203778,31.442514,31.403635,31.781869,31.750367,31.899867,31.936274,31.872591,31.805357,31.3,62.207924
37.75,31.205404,31.233153,31.331711,31.385537,31.316462,31.382642,31.210014,31.470589,31.392207,31.815107,31.797118,31.944591,31.991304,31.895433,31.83547,31.3,63.698244
38,31.177335,31.230035,31.32025,31.408386,31.30504,31.39927,31.218327,31.450833,31.381818,31.806797,31.772184,31.914428,31.972614,31.908931,31.800165,31.2,62.895764
38.25,31.175256,31.233153,31.323376,31.410464,31.310232,31.39927,31.220406,31.456032,31.398441,31.745514,31.722317,31.891546,31.942504,31.864284,31.788742,31.2,61.176164
38.5,31.18877,31.221722,31.323376,31.402155,31.318539,31.379525,31.226641,31.456032,31.395324,31.732011,31.683878,31.847862,31.917584,31.867399,31.752398,31.2,60.929688
38.75,31.200206,31.27056,31.337963,31.410464,31.322693,31.337957,31.222484,31.479947,31.406752,31.72474,31.675567,31.864504,31.88955,31.841442,31.77109,31.2,61.846808
39,31.21684,31.244583,31.340046,31.400078,31.321654,31.394074,31.231837,31.459151,31.398441,31.737204,31.689072,31.847862,31.894742,31.837288,31.775243,31.3,62.878568
39.25,31.191889,31.238348,31.336921,31.408386,31.36319,31.38576,31.243268,31.478907,31.398441,31.745514,31.683878,31.861383,31.909278,31.820676,31.760706,31.3,63.222488
