t(s),101 (C),102 (C),103 (C),104 (C),105 (C),106 (C),107 (C),108 (C),109 (C),112 (C),113 (C),114 (C),115 (C),HTU21D_1_Temp,HTU21D_1_RH,HTU21D_2_Temp,HTU21D_2_RH
80,33.609999,33.709328,33.667651,33.660071,33.632094,33.556649,33.667722,33.538751,31.794262,31.735531,31.747303,31.825867,31.726438,31.2,61.027132,30.9,59.01337
80.25,33.623514,33.693741,33.659316,33.665264,33.665323,33.531708,33.654212,33.513796,31.769328,31.707448,31.722384,31.800948,31.721246,31.2,59.536812,30.9,59.22899
80.5,33.601682,33.685429,33.644729,33.654878,33.610288,33.551453,33.637585,33.522114,31.76725,31.696007,31.699541,31.78122,31.706709,31.2,59.766092,30.9,59.01337
80.75,33.616236,33.662568,33.644729,33.633068,33.601981,33.509885,33.623036,33.513796,31.772445,31.710569,31.697465,31.754224,31.67971,31.2,60.224652,30.9,59.3368
81,33.593365,33.687507,33.625975,33.641376,33.590558,33.498454,33.612644,33.500278,31.750628,31.696007,31.661124,31.754224,31.671403,31.2,59.995372,30.9,58.68994
81.25,33.566336,33.712445,33.604095,33.624759,33.568752,33.511963,33.612644,33.486761,31.742317,31.696007,31.680852,31.745918,31.668288,31.2,60.453932,30.9,61.06176
81.5,33.623514,33.687507,33.658274,33.648647,33.611326,33.525473,33.635506,33.49196,31.772445,31.699128,31.710963,31.764607,31.672442,31.2,62.861372,30.9,60.4149
81.75,33.620395,33.714523,33.646813,33.665264,33.600942,33.533786,33.661486,33.515875,31.802573,31.72617,31.74315,31.819637,31.720208,31.2,60.797852,30.9,59.01337
82,33.690048,33.69582,33.666609,33.660071,33.612365,33.52859,33.653173,33.522114,31.777639,31.706408,31.709924,31.786412,31.755514,31.2,59.995372,30.9,60.09147
82.25,33.585048,33.676077,33.646813,33.632029,33.598866,33.506767,33.628232,33.502358,31.774523,31.692887,31.724461,31.753186,31.690094,31.2,60.912492,30.9,59.76804
82.5,33.595444,33.676077,33.631184,33.632029,33.590558,33.487022,33.614722,33.497159,31.763095,31.712649,31.713039,31.794718,31.711901,31.2,60.912492,30.9,59.98366
82.75,33.585048,33.654256,33.628059,33.610218,33.576021,33.495336,33.623036,33.485721,31.794262,31.729291,31.685005,31.808216,31.723323,31.2,60.797852,30.9,59.87585
83,33.570494,33.631395,33.616598,33.610218,33.579136,33.478709,33.594978,33.480522,31.799456,31.72305,31.74315,31.789527,31.706709,31.2,61.371052,30.9,60.09147
83.25,33.570494,33.621004,33.599927,33.573867,33.565637,33.475591,33.586664,33.460766,31.777639,31.712649,31.724461,31.764607,31.698402,31.2,60.797852,30.9,58.90556
83.5,33.510197,33.586714,33.531162,33.565559,33.536562,33.462082,33.583546,33.456607,31.731928,31.734491,31.734844,31.831059,31.754475,31.2,58.275772,30.9,56.85717
83.75,33.496682,33.613731,33.548874,33.575945,33.5376,33.465199,33.581468,33.443089,31.76725,31.732411,31.747303,31.822752,31.744091,31.2,58.275772,30.9,58.79775
84,33.603761,33.672959,33.630143,33.634106,33.570829,33.514042,33.613683,33.482602,31.821273,31.71993,31.753533,31.808216,31.752398,31.2,61.371052,30.9,60.95395
84.25,33.584009,33.650099,33.618682,33.603987,33.567714,33.489101,33.586664,33.474283,31.7766,31.72513,31.728614,31.788488,31.7254,31.2,62.632092,30.9,62.35548
84.5,33.58089,33.653216,33.599927,33.60918,33.564598,33.522355,33.597056,33.469084,31.74855,31.736571,31.706809,31.780182,31.70567,31.2,62.288172,30.9,59.55242
84.75,33.55386,33.644904,33.608263,33.595678,33.542792,33.458964,33.603291,33.454527,31.793223,31.716809,31.709924,31.796795,31.717093,31.2,58.963612,30.9,57.82746
85,33.55594,33.625161,33.583257,33.598794,33.5376,33.467278,33.547174,33.444129,31.793223,31.714729,31.715116,31.785373,31.713978,31.2,59.307532,30.9,59.66023
85.25,33.534108,33.617887,33.56867,33.565559,33.529293,33.455846,33.561723,33.429572,31.773484,31.703288,31.703695,31.79368,31.683864,31.2,61.256412,30.9,60.84614
85.5,33.548662,33.609574,33.577006,33.559327,33.523062,33.430906,33.541978,33.427492,31.759978,31.711609,31.703695,31.796795,31.708786,31.2,62.058892,30.9,60.4149
85.75,33.517474,33.59087,33.553042,33.540632,33.483603,33.428827,33.546135,33.408776,31.754784,31.71889,31.719269,31.784335,31.704632,31.2,60.797852,30.9,58.36651
86,33.471732,33.48696,33.532204,33.539594,33.499179,33.430906,33.517038,33.400458,31.772445,31.734491,31.737958,31.792641,31.735784,31.2,58.619692,30.9,58.58213
86.25,33.441584,33.534759,33.510324,33.508436,33.480488,33.400769,33.525351,33.391099,31.770367,31.71993,31.731729,31.780182,31.7254,31.2,60.683212,30.9,59.66023
86.5,33.509158,33.576323,33.534288,33.545825,33.496064,33.414278,33.551331,33.434771,31.789067,31.730331,31.728614,31.810293,31.716054,31.2,60.568572,30.9,59.66023
86.75,33.577771,33.622043,33.593676,33.567636,33.541754,33.444415,33.560684,33.429572,31.795301,31.733451,31.703695,31.798871,31.707747,31.2,61.485692,30.9,60.73833
87,33.550742,33.616848,33.577006,33.584253,33.523062,33.422592,33.555488,33.412935,31.76725,31.688727,31.690197,31.777067,31.669326,31.2,61.485692,30.9,59.01337
87.25,33.525791,33.586714,33.552,33.551018,33.539677,33.432984,33.532626,33.404617,31.76725,31.697047,31.703695,31.754224,31.664134,31.2,59.536812,30.9,58.58213
87.5,33.519554,33.586714,33.560335,33.556211,33.478411,33.416357,33.530547,33.366144,31.773484,31.705368,31.717192,31.760454,31.694248,31.2,59.192892,30.9,58.58213
87.75,33.517474,33.600222,33.525953,33.548941,33.498141,33.389338,33.530547,33.382781,31.7579,31.710569,31.720307,31.777067,31.729554,31.2,60.224652,30.9,59.22899
88,33.465494,33.536837,33.516575,33.51259,33.473219,33.381024,33.524312,33.384861,31.773484,31.712649,31.718231,31.800948,31.737861,31.2,61.485692,30.9,60.19928
88.25,33.432227,33.511899,33.492612,33.480393,33.474258,33.397651,33.51392,33.382781,31.762056,31.740732,31.714078,31.798871,31.697363,31.2,59.995372,30.9,59.01337
88.5,33.418712,33.509821,33.467606,33.497011,33.452451,33.381024,33.494175,33.359905,31.753745,31.730331,31.692273,31.773952,31.713978,31.2,61.027132,30.9,59.76804
88.75,33.407277,33.501508,33.484277,33.480393,33.430645,33.366475,33.502489,33.371343,31.770367,31.743852,31.727575,31.78745,31.713978,31.2,61.027132,30.9,59.98366
89,33.445742,33.512938,33.487402,33.488702,33.464912,33.374789,33.488979,33.369264,31.7766,31.717849,31.718231,31.780182,31.73163,31.2,61.256412,30.9,59.76804
89.25,33.456138,33.539955,33.505115,33.489741,33.461797,33.389338,33.482744,33.359905,31.775562,31.689767,31.701618,31.762531,31.696325,31.2,60.224652,30.9,59.22899
89.5,33.52787,33.569049,33.511366,33.537516,33.488795,33.402847,33.512881,33.393179,31.763095,31.732411,31.708886,31.754224,31.69944,31.2,60.453932,30.9,58.79775
89.75,33.519554,33.517094,33.520743,33.538555,33.480488,33.401808,33.507685,33.359905,31.778678,31.699128,31.705771,31.759416,31.684902,31.2,59.078252,30.9,58.90556
90,33.499801,33.577362,33.512408,33.528169,33.466989,33.391416,33.496254,33.351587,31.770367,31.697047,31.69435,31.765646,31.688018,31.2,60.453932,30.9,59.55242
90.25,33.566336,33.547228,33.523869,33.51986,33.458682,33.34673,33.471313,33.326632,31.76725,31.688727,31.69435,31.757339,31.688018,31.2,60.453932,30.9,59.3368
90.5,33.569454,33.555541,33.500947,33.525053,33.450374,33.366475,33.48794,33.346388,31.742317,31.688727,31.683967,31.737612,31.668288,31.2,60.224652,30.9,59.76804
90.75,33.431188,33.509821,33.459271,33.468969,33.428568,33.358162,33.457803,33.344308,31.771406,31.708489,31.723422,31.716846,31.715016,31.2,62.058892,30.9,60.84614
91,33.412475,33.48696,33.442601,33.463776,33.429606,33.352966,33.47443,33.315194,31.789067,31.712649,31.707848,31.747995,31.702555,31.2,60.797852,30.9,59.66023
91.25,33.42599,33.492156,33.450936,33.444042,33.412992,33.344652,33.457803,33.326632,31.780756,31.712649,31.719269,31.753186,31.691133,31.2,60.797852,30.9,60.09147
91.5,33.395841,33.483843,33.45302,33.438849,33.4078,33.319711,33.452607,33.326632,31.772445,31.751133,31.707848,31.776029,31.694248,31.2,60.912492,30.9,59.55242
91.75,33.376089,33.470335,33.419679,33.427425,33.385994,33.324907,33.427666,33.315194,31.659205,31.682486,31.680852,31.761492,31.70567,31.2,59.651452,30.9,58.2587
92,33.39792,33.454748,33.439475,33.449235,33.406762,33.330103,33.43598,33.314154,31.756861,31.705368,31.715116,31.777067,31.709824,31.2,60.224652,30.9,59.87585
92.25,33.493564,33.552424,33.519701,33.513629,33.444144,33.371671,33.457803,33.268403,31.769328,31.699128,31.699541,31.764607,31.706709,31.2,60.912492,30.9,59.22899
92.5,33.50188,33.562815,33.504073,33.500127,33.455566,33.363358,33.506646,33.328711,31.761017,31.699128,31.702656,31.764607,31.686979,31.2,60.453932,30.9,59.44461
92.75,33.480049,33.549307,33.500947,33.480393,33.438952,33.335299,33.459882,33.295438,31.7579,31.676245,31.679814,31.761492,31.684902,31.2,60.224652,30.9,60.09147
93,33.466534,33.535798,33.483235,33.495972,33.43376,33.335299,33.441176,33.298557,31.770367,31.690807,31.68812,31.759416,31.668288,31.2,61.371052,30.9,59.76804
93.25,33.42495,33.482804,33.445726,33.458583,33.482565,33.335299,33.446372,33.290239,31.7579,31.702248,31.698503,31.753186,31.695286,31.2,60.568572,30.9,58.36651
93.5,33.408316,33.455787,33.441559,33.424309,33.404685,33.313476,33.443254,33.331831,31.769328,31.734491,31.734844,31.772914,31.734746,31.2,59.192892,30.9,58.79775
93.75,33.384406,33.460983,33.414469,33.432618,33.382878,33.30828,33.432862,33.284,31.754784,31.712649,31.696426,31.778105,31.712939,31.2,60.453932,30.9,60.73833
94,33.391683,33.450592,33.386338,33.440927,33.396378,33.30828,33.404804,33.273602,31.747511,31.72097,31.691235,31.756301,31.696325,31.2,61.256412,30.9,60.30709
94.25,33.364653,33.39552,33.406134,33.412884,33.368341,33.296849,33.401686,33.250726,31.771406,31.72097,31.701618,31.764607,31.716054,31.2,60.453932,30.9,58.68994
94.5,33.361534,33.422536,33.399883,33.396267,33.357957,33.283339,33.39649,33.253846,31.724655,31.709529,31.691235,31.764607,31.701517,31.2,59.995372,30.9,59.3368
94.75,33.298119,33.442279,33.394673,33.404576,33.346534,33.271908,33.401686,33.248647,31.747511,31.704328,31.699541,31.791603,31.704632,31.2,61.485692,30.9,60.19928
95,33.37297,33.443318,33.421763,33.40146,33.369379,33.277104,33.404804,33.252806,31.762056,31.668965,31.678775,31.729305,31.678672,31.2,61.600332,30.9,60.30709
95.25,33.465494,33.512938,33.457187,33.461699,33.416107,33.312437,33.401686,33.280881,31.745433,31.689767,31.674622,31.728267,31.680749,31.2,60.568572,30.9,59.44461
95.5,33.443663,33.512938,33.46448,33.465853,33.412992,33.323868,33.421431,33.272562,31.763095,31.679366,31.68812,31.74488,31.672442,31.2,60.339292,30.9,59.22899
95.75,33.457178,33.507742,33.456145,33.465853,33.394301,33.302045,33.401686,33.270483,31.721539,31.694967,31.682929,31.753186,31.665173,31.2,59.995372,30.9,59.76804
96,33.430148,33.492156,33.439475,33.432618,33.390147,33.29581,33.400647,33.254886,31.763095,31.693927,31.692273,31.754224,31.691133,31.2,61.256412,30.9,60.63052
96.25,33.413514,33.463061,33.423846,33.40873,33.35588,33.285418,33.400647,33.262164,31.758939,31.701208,31.715116,31.766684,31.70567,31.2,60.568572,30.9,59.76804
96.5,33.375049,33.427732,33.405092,33.390035,33.356918,33.285418,33.451568,33.237209,31.768289,31.763614,31.731729,31.801986,31.718131,31.2,60.224652,30.9,59.44461
96.75,33.350099,33.422536,33.393631,33.368225,33.343419,33.215791,33.376746,33.247607,31.771406,31.71993,31.723422,31.783297,31.706709,31.2,60.110012,30.9,59.3368
97,33.355297,33.414223,33.380087,33.384842,33.328882,33.265673,33.376746,33.228891,31.7579,31.703288,31.695388,31.746956,31.709824,31.2,60.683212,30.9,59.01337
97.25,33.355297,33.397598,33.36029,33.390035,33.321613,33.240732,33.348687,33.217453,31.751667,31.689767,31.723422,31.771875,31.715016,31.2,60.224652,30.9,59.76804
97.5,33.338663,33.369542,33.355081,33.409769,33.304998,33.240732,33.376746,33.209134,31.749589,31.714729,31.695388,31.763569,31.690094,31.2,61.256412,30.9,59.55242
97.75,33.39896,33.432927,33.443642,33.399383,33.344458,33.262555,33.364275,33.225771,31.744395,31.694967,31.693312,31.758378,31.66725,31.2,60.110012,30.9,59.3368
98,33.42391,33.460983,33.43114,33.424309,33.358995,33.276065,33.372589,33.251766,31.756861,31.682486,31.686043,31.754224,31.695286,31.2,61.485692,30.9,60.84614
98.25,33.442623,33.468257,33.458229,33.437811,33.360034,33.284378,33.395451,33.225771,31.793223,31.691847,31.693312,31.768761,31.69944,31.2,61.485692,30.9,59.44461
98.5,33.434306,33.536837,33.446768,33.437811,33.341342,33.276065,33.378824,33.222652,31.759978,31.694967,31.698503,31.760454,31.694248,31.2,59.307532,30.9,58.36651
98.75,33.432227,33.495273,33.428014,33.419116,33.363149,33.265673,33.367393,33.214333,31.74855,31.703288,31.676699,31.755263,31.664134,31.2,59.192892,30.9,58.90556
99,33.417673,33.446436,33.424888,33.421193,33.346534,33.251124,33.348687,33.214333,31.759978,31.698088,31.695388,31.757339,31.685941,31.2,60.912492,30.9,61.27738
99.25,33.368812,33.424614,33.383212,33.374456,33.338227,33.251124,33.320629,33.209134,31.770367,31.734491,31.721346,31.804063,31.737861,31.2,62.632092,30.9,60.84614
99.5,33.349059,33.388246,33.368626,33.353684,33.30396,33.257359,33.326864,33.202896,31.798417,31.763614,31.705771,31.82379,31.747206,31.2,61.600332,30.9,59.22899
99.75,33.333465,33.386168,33.340494,33.331874,33.312267,33.229301,33.33206,33.189378,31.795301,31.743852,31.753533,31.807178,31.758629,31.2,59.880732,30.9,58.47432
100,33.302277,33.401754,33.340494,33.343298,33.298768,33.226183,33.33206,33.189378,31.801534,31.750093,31.745227,31.795756,31.750322,31.2,59.766092,30.9,60.30709
